GeoFIPS,GeoName,Region,TableName,ComponentName,Unit,Line,IndustryClassification,Description,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
" ""01000"" ",Alabama,5,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,12,...,   Other nondurable goods,6464.2,6859.6,7536.3,7968.4,8509.4,9188.4,9975.6,10869.3,11557.9,12546.9,13202.5,13542.7,14045.2,14343.1,14423.5,14852.4,15220.8,16091.1,16937.6,16997.7,17402.2
" ""01000"" ",Alabama,5,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,13,..., Services,44044.5,46629.5,48955.7,51941.4,54116.5,56951.4,59558.2,62774,67545.8,70934.5,74008.8,77480,78576.8,80938.2,82898.8,85107.4,86874.8,89922.3,93507.9,96855.8,100141.4
" ""01000"" ",Alabama,5,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,14,...,  Household consumption expenditures (for services),43244.5,45615.4,47710.7,50564.4,52695.5,55487.3,58217.3,61314.9,66080.7,69483.4,72296.8,75319.7,76445.5,78834,80688.4,82761.8,84454.2,87295.3,90965,94040.4,97270.9
" ""01000"" ",Alabama,5,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,15,...,  Housing and utilities,10965.1,11676.3,12219.5,13023.2,13804.9,14328.1,14949.3,15679.8,16907,17990.2,18866.9,19745.8,20099.5,21032.5,21519.6,22037.5,22676.9,23791.5,24525.3,25714.5,26519.3
" ""01000"" ",Alabama,5,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,16,...,  Health care,12476.8,12892.3,13144.1,13762,14679.1,15863.3,16640,17552.1,19375.5,20152.5,20622.9,21400.1,22331.8,22636.6,23001.8,24018.6,24522.9,25263.4,26694.3,27488.7,28667.1
" ""01000"" ",Alabama,5,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,17,...,  Transportation services,2098.2,2210.4,2318,2410.7,2383.4,2347.3,2400.8,2500,2654.2,2749.6,2795.2,2799.9,2644.7,2744.1,2858.1,2896.7,2925.9,3061.5,3173,3339.8,3509.1
" ""01000"" ",Alabama,5,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,18,...,  Recreation services,3274.5,3253.2,3280,3313.8,3372.3,3512.7,3655.6,3888.2,4072.7,4239.8,4361.9,4523,4523.8,4647.1,4642.3,4729.9,4835.2,4889,5118.1,5284.3,5437.4
" ""01000"" ",Alabama,5,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,19,...,  Food services and accommodations,4194.7,4376.6,4645.4,4803.6,4908.8,5085.3,5456.5,5796.4,6259.3,6696.9,7035.3,7351.9,7433.3,7665.3,7939.2,8267.2,8528.9,8892,9470,9891.8,10085.6
" ""01000"" ",Alabama,5,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,20,...,  Financial services and insurance,4754.1,5474.9,6253.6,7101.7,7030.3,7547.4,7991.2,8502.1,9155,9646.7,10463.6,11086,10908,11427.3,11793.9,11861.9,11904.2,12048,12567,12590.6,13008.2
" ""01000"" ",Alabama,5,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,21,...,  Other services,5481.2,5731.9,5850.1,6149.4,6516.7,6803.4,7123.9,7396.4,7657,8007.8,8151.1,8413,8504.5,8681.1,8933.6,8950,9060.2,9349.9,9417.3,9730.7,10044.1
" ""01000"" ",Alabama,5,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,22,..., Final consumption expenditures of nonprofit institutions serving households (NPISHs),800,1014,1245,1377,1421,1464,1341,1459,1465,1451.1,1712,2160.3,2131.3,2104.1,2210.3,2345.6,2420.5,2627,2542.9,2815.4,2870.5
" ""01000"" ",Alabama,5,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,23,..., Gross output of nonprofit institutions,6320,6804,7353,7807,8183,8697,8861,9642,10347,10823,11839,12525,12934.9,13303.7,13675.8,14091.9,14535.9,14907.7,15348.2,15888.9,16539.7
" ""01000"" ",Alabama,5,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,24,..., Less: Receipts from sales of goods and services by nonprofit institutions,5520,5790,6108,6430,6762,7233,7520,8183,8882,9372,10127,10364.7,10803.6,11199.5,11465.4,11746.3,12115.3,12280.6,12805.2,13073.5,13669.3
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,1,...,Personal consumption expenditures,13799.3,14475.2,15414,16578,17624.6,18929.7,20110.1,21414.2,22812.7,24046.7,25208.1,26488.9,26806.2,27841,29373.8,30489.3,31104.6,32319.5,33504.1,34332,35537.1
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,2,..., Goods,5120.5,5274.2,5618.6,5828.6,6029.9,6453.7,6834.6,7348.9,7736.1,8060.5,8409.4,8690,8396.7,8702.9,9145.5,9383.5,9455.2,9668.9,9581.8,9514.5,9618.8
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,3,...,  Durable goods,1685.2,1787.2,1905.9,1935.7,2042.1,2290.9,2409.6,2625.3,2726.3,2751.5,2822,2750.6,2655.3,2692.8,2751,2889.7,2953,3007.6,3070.2,3067.1,3122.2
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,4,...,   Motor vehicles and parts,573.7,627.6,709.6,742.7,793.1,899.8,919.6,938.8,894.3,833.2,830.1,720.8,704.9,720.7,730.9,799.4,822.2,829.7,858.3,827.8,819.9
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,5,...,   Furnishings and durable household equipment,361.5,376.4,390.9,399.9,428.5,493.6,520.8,561.1,617.7,635.2,643.4,665.3,645.4,653.8,668.3,690.7,699.4,726.9,734.6,727.3,733.8
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,6,...,   Recreational goods and vehicles,524,548.2,549.6,533.7,565.5,631.3,684.8,814.8,884.7,929.2,975.1,990.6,950.6,956.8,970.9,1008,1036.3,1047.8,1062.2,1088.6,1134.9
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,7,...,   Other durable goods,226,234.9,255.8,259.4,255,266.1,284.4,310.6,329.6,353.9,373.4,374,354.2,361.6,380.9,391.5,395,403.2,415.2,423.4,433.6
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,8,...,  Nondurable goods,3435.3,3487.1,3712.7,3892.9,3987.8,4162.8,4425,4723.6,5009.8,5309,5587.4,5939.3,5741.4,6010,6394.5,6493.9,6502.3,6661.3,6511.6,6447.4,6496.6
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,9,...,   Food and beverages purchased for off-premises consumption,1463.2,1525.7,1593.2,1625.9,1704.7,1794,1911.7,2026.4,2154.4,2276.3,2418.3,2576.8,2601.2,2674.4,2795.1,2846.6,2869.5,2938.8,2942.4,2947.5,2948.5
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,10,...,   Clothing and footwear,513.5,517.2,527.9,537.2,540.3,549,567.9,590.8,604.9,621.5,623.5,631.2,607.8,626.4,655.7,669.6,672.3,693.2,710.3,722,721.8
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,11,...,   Gasoline and other energy goods,466.5,403.7,446.8,565.1,512.4,487.4,532.5,625.4,699.2,750.6,809.9,942.7,716.1,848.7,1033.5,1065.6,1081.7,1061.6,796.6,682,731.4
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,12,...,   Other nondurable goods,992.1,1040.4,1144.8,1164.8,1230.4,1332.4,1412.8,1481,1551.3,1660.7,1735.8,1788.7,1816.2,1860.5,1910.2,1912.1,1878.7,1967.7,2062.3,2096,2094.9
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,13,..., Services,8678.8,9201,9795.4,10749.4,11594.7,12476,13275.6,14065.3,15076.5,15986.2,16798.7,17799,18409.5,19138.2,20228.3,21105.8,21649.4,22650.7,23922.4,24817.5,25918.3
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,14,...,  Household consumption expenditures (for services),8247.8,8683,9241.4,10098.4,10885.7,11665,12457.6,13278.3,14167.5,14970.2,15722.7,16587.7,17090.4,17734.1,18676.7,19430.9,19917.1,20919.7,22182.9,23005.2,24043
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,15,...,  Housing and utilities,2348.8,2489,2641.9,2790.3,2994.8,3131.7,3269.6,3465.9,3733.8,4019.6,4251,4492.8,4652.3,4671.3,4876.6,5042.9,5154.2,5439,5795.4,6021,6272.6
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,16,...,  Health care,1719,1821.4,1993.3,2335.9,2709.3,3079.1,3373.6,3666.4,3958.7,4194.7,4435.3,4761.8,5061.9,5351.5,5676.3,6018.6,6198.7,6577.7,7105.1,7472.7,8033.7
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,17,...,  Transportation services,452.7,483.4,520.7,586.1,617.7,599.2,617.1,639.2,666.9,685.6,711.8,750.6,710.5,732.6,785.3,799.4,873.8,905.1,925.8,945.5,977.9
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,18,...,  Recreation services,390,395.4,426.5,468.1,482.4,503.2,562.7,644.6,713.8,773.3,864,915.5,931.9,975.3,996.5,1058.3,1106.4,1185.4,1234.5,1230.7,1255.3
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,19,...,  Food services and accommodations,1089.1,1114.6,1175.2,1261.9,1296.7,1393.7,1515.9,1627.9,1715.3,1826.9,1911,1988.9,1965,2059.6,2201.3,2297.9,2359.8,2525.3,2681,2688.1,2642.3
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,20,...,  Financial services and insurance,1022.8,1062.1,1120.3,1205.6,1188.3,1222.4,1263.7,1309.5,1381.1,1379.3,1409,1463.4,1459.4,1562.4,1661.9,1684.1,1690.5,1702.4,1793.9,1846.9,2016.4
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,21,...,  Other services,1225.4,1317,1363.6,1450.5,1596.6,1735.6,1855,1924.9,1997.9,2090.9,2140.6,2214.8,2309.4,2381.3,2478.8,2529.8,2533.7,2584.8,2647.1,2800.3,2844.8
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,22,..., Final consumption expenditures of nonprofit institutions serving households (NPISHs),431,518,554,651,709,811,818,787,909,1016,1076,1211.3,1319,1404.1,1551.5,1674.9,1732.3,1730.9,1739.4,1812.3,1875.3
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,23,..., Gross output of nonprofit institutions,1396,1551,1616,1785,1890,2089,2113,2142,2423,2637,2794,2977.3,3185,3357.6,3583.7,3772.8,3896.9,3922.6,4045.1,4239.6,4413.3
" ""02000"" ",Alaska,8,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,24,..., Less: Receipts from sales of goods and services by nonprofit institutions,965,1033,1062,1134,1181,1278,1295,1355,1514,1621,1718,1766,1866,1953.5,2032.2,2097.9,2164.7,2191.7,2305.7,2427.3,2538
" ""04000"" ",Arizona,6,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,1,...,Personal consumption expenditures,91972.3,99006.9,107470.5,116521.5,121913.8,128044.8,135951,147499.2,161460.6,175151.3,185007.4,186485.1,181387.9,186603.4,193885.6,199385.3,204507.1,213689.9,221710.7,229755.5,242400
" ""04000"" ",Arizona,6,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,2,..., Goods,34461.2,36598.8,40160,43870.3,45355.9,46985.9,50239.1,55642,62184.3,68258.3,71217.2,69013.4,63025.3,65045.3,68900.3,70753.4,72043.4,75148.5,75686.7,77100.7,81204.3
" ""04000"" ",Arizona,6,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,3,...,  Durable goods,12853.7,14247.4,15616.4,17321.6,17961.1,18970,19939.3,22074.1,24348.6,26329.9,26477.2,22915.5,19954.6,20486.7,21711.4,22647.2,23539.8,24625.1,25806.2,26561.9,28076.6
" ""04000"" ",Arizona,6,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,4,...,   Motor vehicles and parts,5311.8,5866.3,6464.6,6891.5,7380.8,7653.3,7892.6,8437.4,9076.6,9289.2,9417.9,7242.9,6099.2,6541.3,7121.4,7941.8,8503.9,9014,9770.9,10016.9,10513.2
" ""04000"" ",Arizona,6,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,5,...,   Furnishings and durable household equipment,3055.6,3390.1,3634.1,4077.3,4205.6,4467.3,4707.3,5379.5,6179.1,6736.9,6393.4,5560.1,4710,4696.4,5013,5039.3,5086,5370.7,5553.8,5885.9,6313.7
" ""04000"" ",Arizona,6,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,6,...,   Recreational goods and vehicles,2926.6,3314.9,3689.2,4316.1,4312.8,4602.6,4874.2,5500.4,6042.6,6796.6,6825.7,6396,5529.8,5497.8,5634.8,5674.8,5901.3,6094.4,6300,6353.2,6667.9
" ""04000"" ",Arizona,6,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,7,...,   Other durable goods,1559.6,1676.2,1828.5,2036.6,2061.9,2246.8,2465.1,2756.8,3050.3,3507.3,3840.2,3716.5,3615.7,3751.1,3942.2,3991.3,4048.6,4146,4181.6,4305.9,4581.8
" ""04000"" ",Arizona,6,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,8,...,  Nondurable goods,21607.6,22351.4,24543.6,26548.8,27394.8,28015.9,30299.8,33567.9,37835.6,41928.3,44739.9,46097.9,43070.7,44558.6,47188.9,48106.2,48503.6,50523.5,49880.4,50538.8,53127.7
" ""04000"" ",Arizona,6,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,9,...,   Food and beverages purchased for off-premises consumption,8129.8,8458.8,9157.9,9425.2,9936.8,10294.2,11028.1,12273.2,13583.5,14798.3,15801.1,16408.8,16110.4,16317.3,16577.9,16835,16977.5,17925.3,18367.6,18908,19567.5
" ""04000"" ",Arizona,6,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,10,...,   Clothing and footwear,3623.1,3747.3,4010.3,4307,4405.9,4593.9,4853,5229.3,5724.7,6171.8,6386,6211.9,6019.6,6241.2,6460,6645.3,6791.6,6915,7109.3,7215.9,7446.1
" ""04000"" ",Arizona,6,SAEXP1,Total personal consumption expenditures (PCE) by state,Millions of current dollars,11,...,   Gasoline and other energy goods,2940.9,2647.4,2957.5,3712.8,3531.9,3211.1,3752.2,4387.5,5629,6483.7,7320.3,8055.2,5760.7,6479.2,7997.6,8369.8,8359.4,8081.7,6289.9,5583.9,6368.9
